2023-02-12 16:07:35,725 INFO    StreamThr :3528 [internal.py:wandb_internal():87] W&B internal server running at pid: 3528, started at: 2023-02-12 16:07:35.725473
2023-02-12 16:07:35,727 DEBUG   HandlerThread:3528 [handler.py:handle_request():144] handle_request: status
2023-02-12 16:07:35,742 INFO    WriterThread:3528 [datastore.py:open_for_write():85] open: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_160735-90cxc9m4\run-90cxc9m4.wandb
2023-02-12 16:07:35,743 DEBUG   SenderThread:3528 [sender.py:send():336] send: header
2023-02-12 16:07:35,790 DEBUG   SenderThread:3528 [sender.py:send():336] send: run
2023-02-12 16:07:36,196 INFO    SenderThread:3528 [dir_watcher.py:__init__():216] watching files in: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_160735-90cxc9m4\files
2023-02-12 16:07:36,196 INFO    SenderThread:3528 [sender.py:_start_run_threads():1067] run started: 90cxc9m4 with start time 1676236055.725473
2023-02-12 16:07:36,197 DEBUG   SenderThread:3528 [sender.py:send_request():363] send_request: summary_record
2023-02-12 16:07:36,197 INFO    SenderThread:3528 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-12 16:07:36,203 DEBUG   HandlerThread:3528 [handler.py:handle_request():144] handle_request: check_version
2023-02-12 16:07:36,203 DEBUG   SenderThread:3528 [sender.py:send_request():363] send_request: check_version
2023-02-12 16:07:36,364 DEBUG   HandlerThread:3528 [handler.py:handle_request():144] handle_request: run_start
2023-02-12 16:07:36,393 DEBUG   HandlerThread:3528 [system_info.py:__init__():31] System info init
2023-02-12 16:07:36,393 DEBUG   HandlerThread:3528 [system_info.py:__init__():46] System info init done
2023-02-12 16:07:36,393 INFO    HandlerThread:3528 [system_monitor.py:start():151] Starting system monitor
2023-02-12 16:07:36,393 INFO    SystemMonitor:3528 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-12 16:07:36,393 INFO    HandlerThread:3528 [system_monitor.py:probe():172] Collecting system info
2023-02-12 16:07:36,400 INFO    SystemMonitor:3528 [interfaces.py:start():168] Started cpu
2023-02-12 16:07:36,401 INFO    SystemMonitor:3528 [interfaces.py:start():168] Started disk
2023-02-12 16:07:36,401 INFO    SystemMonitor:3528 [interfaces.py:start():168] Started gpu
2023-02-12 16:07:36,402 INFO    SystemMonitor:3528 [interfaces.py:start():168] Started memory
2023-02-12 16:07:36,417 INFO    SystemMonitor:3528 [interfaces.py:start():168] Started network
2023-02-12 16:07:36,421 DEBUG   HandlerThread:3528 [system_info.py:probe():195] Probing system
2023-02-12 16:07:36,423 DEBUG   HandlerThread:3528 [system_info.py:_probe_git():180] Probing git
2023-02-12 16:07:36,506 DEBUG   HandlerThread:3528 [system_info.py:_probe_git():188] Probing git done
2023-02-12 16:07:36,506 DEBUG   HandlerThread:3528 [system_info.py:probe():241] Probing system done
2023-02-12 16:07:36,506 DEBUG   HandlerThread:3528 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-02-12T21:07:36.421974', 'startedAt': '2023-02-12T21:07:35.695974', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'GIT_REPOS/LAB/Beetle_classifier/Train/PyLi_wanb_sweep.ipynb', 'root': 'E:/GIT_REPOS/LAB/Beetle_classifier', 'git': {'remote': 'https://github.com/ChristopherMarais/Beetle_classifier.git', 'commit': '4bb3e1859ae60ff04cf7b4742e93425aea1d1c4b'}, 'email': 'u13033663@tuks.co.za', 'host': 'GCM', 'username': 'GCM', 'executable': 'C:\\Users\\GCM\\anaconda3\\envs\\BC_310\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3800.0, 'min': 0.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 0.0, 'max': 3800.0}], 'disk': {'total': 447.11425399780273, 'used': 372.34375}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.87503433227539}}
2023-02-12 16:07:36,506 INFO    HandlerThread:3528 [system_monitor.py:probe():182] Finished collecting system info
2023-02-12 16:07:36,507 INFO    HandlerThread:3528 [system_monitor.py:probe():185] Publishing system info
2023-02-12 16:07:36,507 DEBUG   HandlerThread:3528 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-12 16:07:36,507 DEBUG   HandlerThread:3528 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-12 16:07:36,508 DEBUG   HandlerThread:3528 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-12 16:07:36,511 ERROR   HandlerThread:3528 [system_info.py:_save_conda():85] Error saving conda packages: [WinError 2] The system cannot find the file specified
Traceback (most recent call last):
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\site-packages\wandb\sdk\internal\system\system_info.py", line 81, in _save_conda
    subprocess.call(
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 345, in call
    with Popen(*popenargs, **kwargs) as p:
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 971, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 1440, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
FileNotFoundError: [WinError 2] The system cannot find the file specified
2023-02-12 16:07:36,513 DEBUG   HandlerThread:3528 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-12 16:07:36,514 INFO    HandlerThread:3528 [system_monitor.py:probe():187] Finished publishing system info
2023-02-12 16:07:36,519 DEBUG   SenderThread:3528 [sender.py:send():336] send: files
2023-02-12 16:07:36,519 INFO    SenderThread:3528 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-12 16:07:36,538 DEBUG   HandlerThread:3528 [handler.py:handle_request():144] handle_request: stop_status
2023-02-12 16:07:36,538 DEBUG   SenderThread:3528 [sender.py:send_request():363] send_request: stop_status
2023-02-12 16:07:36,674 DEBUG   SenderThread:3528 [sender.py:send():336] send: telemetry
2023-02-12 16:07:36,799 DEBUG   SenderThread:3528 [sender.py:send():336] send: config
2023-02-12 16:07:36,862 DEBUG   SenderThread:3528 [sender.py:send():336] send: config
2023-02-12 16:07:37,128 INFO    wandb-upload_0:3528 [upload_job.py:push():138] Uploaded file C:\Users\GCM\AppData\Local\Temp\tmpa73l0e4owandb\kblhz1og-wandb-metadata.json
