2023-02-10 20:51:50,976 INFO    StreamThr :18708 [internal.py:wandb_internal():87] W&B internal server running at pid: 18708, started at: 2023-02-10 20:51:50.975790
2023-02-10 20:51:50,978 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: status
2023-02-10 20:51:50,992 INFO    WriterThread:18708 [datastore.py:open_for_write():85] open: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\run-xrju73cx.wandb
2023-02-10 20:51:50,994 DEBUG   SenderThread:18708 [sender.py:send():336] send: header
2023-02-10 20:51:51,039 DEBUG   SenderThread:18708 [sender.py:send():336] send: run
2023-02-10 20:51:51,469 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: check_version
2023-02-10 20:51:51,470 INFO    SenderThread:18708 [dir_watcher.py:__init__():216] watching files in: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files
2023-02-10 20:51:51,470 INFO    SenderThread:18708 [sender.py:_start_run_threads():1067] run started: xrju73cx with start time 1676080310.975789
2023-02-10 20:51:51,470 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:51,471 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:51:51,471 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: check_version
2023-02-10 20:51:51,687 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: run_start
2023-02-10 20:51:51,713 DEBUG   HandlerThread:18708 [system_info.py:__init__():31] System info init
2023-02-10 20:51:51,713 DEBUG   HandlerThread:18708 [system_info.py:__init__():46] System info init done
2023-02-10 20:51:51,713 INFO    HandlerThread:18708 [system_monitor.py:start():151] Starting system monitor
2023-02-10 20:51:51,714 INFO    SystemMonitor:18708 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-10 20:51:51,714 INFO    HandlerThread:18708 [system_monitor.py:probe():172] Collecting system info
2023-02-10 20:51:51,720 INFO    SystemMonitor:18708 [interfaces.py:start():168] Started cpu
2023-02-10 20:51:51,721 INFO    SystemMonitor:18708 [interfaces.py:start():168] Started disk
2023-02-10 20:51:51,721 INFO    SystemMonitor:18708 [interfaces.py:start():168] Started gpu
2023-02-10 20:51:51,722 INFO    SystemMonitor:18708 [interfaces.py:start():168] Started memory
2023-02-10 20:51:51,734 INFO    SystemMonitor:18708 [interfaces.py:start():168] Started network
2023-02-10 20:51:51,738 DEBUG   HandlerThread:18708 [system_info.py:probe():195] Probing system
2023-02-10 20:51:51,740 DEBUG   HandlerThread:18708 [system_info.py:_probe_git():180] Probing git
2023-02-10 20:51:51,816 DEBUG   HandlerThread:18708 [system_info.py:_probe_git():188] Probing git done
2023-02-10 20:51:51,817 DEBUG   HandlerThread:18708 [system_info.py:probe():241] Probing system done
2023-02-10 20:51:51,817 DEBUG   HandlerThread:18708 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-02-11T01:51:51.739437', 'startedAt': '2023-02-11T01:51:50.947173', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'GIT_REPOS/LAB/Beetle_classifier/Train/PyLi_wanb_sweep.ipynb', 'root': 'E:/GIT_REPOS/LAB/Beetle_classifier', 'git': {'remote': 'https://github.com/ChristopherMarais/Beetle_classifier.git', 'commit': 'ca3418e6cb2e7b42998679b0226598761c4edbac'}, 'email': 'u13033663@tuks.co.za', 'host': 'GCM', 'username': 'GCM', 'executable': 'C:\\Users\\GCM\\anaconda3\\envs\\BC_310\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3800.0, 'min': 0.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 0.0, 'max': 3800.0}], 'disk': {'total': 447.11425399780273, 'used': 358.4795341491699}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.87503433227539}}
2023-02-10 20:51:51,817 INFO    HandlerThread:18708 [system_monitor.py:probe():182] Finished collecting system info
2023-02-10 20:51:51,817 INFO    HandlerThread:18708 [system_monitor.py:probe():185] Publishing system info
2023-02-10 20:51:51,817 DEBUG   HandlerThread:18708 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-10 20:51:51,818 DEBUG   HandlerThread:18708 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-10 20:51:51,818 DEBUG   HandlerThread:18708 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-10 20:51:51,821 ERROR   HandlerThread:18708 [system_info.py:_save_conda():85] Error saving conda packages: [WinError 2] The system cannot find the file specified
Traceback (most recent call last):
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\site-packages\wandb\sdk\internal\system\system_info.py", line 81, in _save_conda
    subprocess.call(
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 345, in call
    with Popen(*popenargs, **kwargs) as p:
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 971, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File "C:\Users\GCM\anaconda3\envs\BC_310\lib\subprocess.py", line 1440, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
FileNotFoundError: [WinError 2] The system cannot find the file specified
2023-02-10 20:51:51,823 DEBUG   HandlerThread:18708 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-10 20:51:51,824 INFO    HandlerThread:18708 [system_monitor.py:probe():187] Finished publishing system info
2023-02-10 20:51:51,829 DEBUG   SenderThread:18708 [sender.py:send():336] send: files
2023-02-10 20:51:51,829 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-10 20:51:51,847 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: stop_status
2023-02-10 20:51:51,848 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: stop_status
2023-02-10 20:51:52,035 DEBUG   SenderThread:18708 [sender.py:send():336] send: telemetry
2023-02-10 20:51:52,039 DEBUG   SenderThread:18708 [sender.py:send():336] send: config
2023-02-10 20:51:52,062 DEBUG   SenderThread:18708 [sender.py:send():336] send: config
2023-02-10 20:51:52,478 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\output.log
2023-02-10 20:51:52,478 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\conda-environment.yaml
2023-02-10 20:51:52,478 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-summary.json
2023-02-10 20:51:52,479 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-metadata.json
2023-02-10 20:51:52,479 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\requirements.txt
2023-02-10 20:51:52,484 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-10 20:51:52,484 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: log_artifact
2023-02-10 20:51:52,505 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:51:52,794 INFO    wandb-upload_0:18708 [upload_job.py:push():138] Uploaded file C:\Users\GCM\AppData\Local\Temp\tmpdf4ph9pywandb\4swe4pdc-wandb-metadata.json
2023-02-10 20:51:52,916 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-10 20:51:52,936 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:51:53,482 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media\table\valid_conf_mat_table_1_cf16eb209ad51f811e90.table.json
2023-02-10 20:51:53,482 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media\table\valid_conf_mat_table_0_b847ea5943d11df247e3.table.json
2023-02-10 20:51:53,483 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media
2023-02-10 20:51:53,483 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media\table
2023-02-10 20:51:54,490 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\output.log
2023-02-10 20:51:54,816 INFO    wandb-upload_0:18708 [upload_job.py:push():96] Uploaded file C:\Users\GCM\AppData\Local\wandb\wandb\artifacts\staging\tmprozdz8i9
2023-02-10 20:51:55,256 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:51:55,689 INFO    SenderThread:18708 [sender.py:send_request_log_artifact():1381] logged artifact run-xrju73cx-valid_conf_mat_table - {'id': 'QXJ0aWZhY3Q6MzYxOTQ3MTky', 'digest': 'b315958fb0d4c806af188af4d560dc01', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjUyNjEyNjIw', 'latestArtifact': None}, 'version': 'latest'}
2023-02-10 20:51:55,689 DEBUG   SenderThread:18708 [sender.py:send():336] send: files
2023-02-10 20:51:55,689 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file media\table\valid_conf_mat_table_0_b847ea5943d11df247e3.table.json with policy now
2023-02-10 20:51:55,690 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:51:55,691 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:55,691 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:51:55,692 DEBUG   SenderThread:18708 [sender.py:send():336] send: config
2023-02-10 20:51:55,692 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: log_artifact
2023-02-10 20:51:56,199 INFO    wandb-upload_0:18708 [upload_job.py:push():138] Uploaded file C:\Users\GCM\AppData\Local\Temp\tmpdf4ph9pywandb\5zg8dqzq-media/table/valid_conf_mat_table_0_b847ea5943d11df247e3.table.json
2023-02-10 20:51:56,504 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-summary.json
2023-02-10 20:51:57,052 INFO    wandb-upload_0:18708 [upload_job.py:push():96] Uploaded file C:\Users\GCM\AppData\Local\wandb\wandb\artifacts\staging\tmpbioqh7i_
2023-02-10 20:51:57,573 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:51:58,027 INFO    SenderThread:18708 [sender.py:send_request_log_artifact():1381] logged artifact run-xrju73cx-valid_conf_mat_table - {'id': 'QXJ0aWZhY3Q6MzYxOTQ3MjQw', 'digest': '9b8c6ff077fb94756b37298bb5ff434f', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjUyNjEyNjIw', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MzYxOTQ3MTky', 'versionIndex': 0}}, 'version': 'latest'}
2023-02-10 20:51:58,028 DEBUG   SenderThread:18708 [sender.py:send():336] send: files
2023-02-10 20:51:58,028 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: status_report
2023-02-10 20:51:58,028 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file media\table\valid_conf_mat_table_1_cf16eb209ad51f811e90.table.json with policy now
2023-02-10 20:51:58,029 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:51:58,030 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:58,030 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:51:58,031 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:51:58,031 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:58,032 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:51:58,032 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:51:58,032 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:58,033 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:51:58,519 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-summary.json
2023-02-10 20:51:58,536 INFO    wandb-upload_0:18708 [upload_job.py:push():138] Uploaded file C:\Users\GCM\AppData\Local\Temp\tmpdf4ph9pywandb\qvzy0kiv-media/table/valid_conf_mat_table_1_cf16eb209ad51f811e90.table.json
2023-02-10 20:51:59,706 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:51:59,707 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:51:59,707 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:51:59,708 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:52:00,534 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-summary.json
2023-02-10 20:52:01,713 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:52:01,714 DEBUG   SenderThread:18708 [sender.py:send():336] send: history
2023-02-10 20:52:01,714 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:52:01,715 INFO    SenderThread:18708 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:52:02,403 DEBUG   SenderThread:18708 [sender.py:send():336] send: config
2023-02-10 20:52:02,549 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\wandb-summary.json
2023-02-10 20:52:02,992 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-10 20:52:02,993 DEBUG   SenderThread:18708 [sender.py:send_request():363] send_request: log_artifact
2023-02-10 20:52:03,014 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:52:03,556 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_created():275] file/dir created: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media\table\valid_conf_mat_table_6_e84ee589596c8b543674.table.json
2023-02-10 20:52:03,556 INFO    Thread-17 :18708 [dir_watcher.py:_on_file_modified():292] file/dir modified: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_205150-xrju73cx\files\media\table
2023-02-10 20:52:03,600 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-10 20:52:03,621 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: partial_history
2023-02-10 20:52:04,525 DEBUG   HandlerThread:18708 [handler.py:handle_request():144] handle_request: log_artifact
