2023-02-12 16:26:57,430 INFO    StreamThr :23084 [internal.py:wandb_internal():87] W&B internal server running at pid: 23084, started at: 2023-02-12 16:26:57.430037
2023-02-12 16:26:57,432 DEBUG   HandlerThread:23084 [handler.py:handle_request():144] handle_request: status
2023-02-12 16:26:57,447 INFO    WriterThread:23084 [datastore.py:open_for_write():85] open: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_162657-lox9i280\run-lox9i280.wandb
2023-02-12 16:26:57,448 DEBUG   SenderThread:23084 [sender.py:send():336] send: header
2023-02-12 16:26:57,489 DEBUG   SenderThread:23084 [sender.py:send():336] send: run
2023-02-12 16:26:57,883 INFO    SenderThread:23084 [dir_watcher.py:__init__():216] watching files in: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230212_162657-lox9i280\files
2023-02-12 16:26:57,884 INFO    SenderThread:23084 [sender.py:_start_run_threads():1067] run started: lox9i280 with start time 1676237217.430037
2023-02-12 16:26:57,884 DEBUG   SenderThread:23084 [sender.py:send_request():363] send_request: summary_record
2023-02-12 16:26:57,884 INFO    SenderThread:23084 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-12 16:26:57,889 DEBUG   HandlerThread:23084 [handler.py:handle_request():144] handle_request: check_version
2023-02-12 16:26:57,890 DEBUG   SenderThread:23084 [sender.py:send_request():363] send_request: check_version
2023-02-12 16:26:58,060 DEBUG   HandlerThread:23084 [handler.py:handle_request():144] handle_request: run_start
2023-02-12 16:26:58,085 DEBUG   HandlerThread:23084 [system_info.py:__init__():31] System info init
2023-02-12 16:26:58,085 DEBUG   HandlerThread:23084 [system_info.py:__init__():46] System info init done
2023-02-12 16:26:58,085 INFO    HandlerThread:23084 [system_monitor.py:start():151] Starting system monitor
2023-02-12 16:26:58,086 INFO    SystemMonitor:23084 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-12 16:26:58,086 INFO    HandlerThread:23084 [system_monitor.py:probe():172] Collecting system info
2023-02-12 16:26:58,092 INFO    SystemMonitor:23084 [interfaces.py:start():168] Started cpu
2023-02-12 16:26:58,092 INFO    SystemMonitor:23084 [interfaces.py:start():168] Started disk
2023-02-12 16:26:58,093 INFO    SystemMonitor:23084 [interfaces.py:start():168] Started gpu
2023-02-12 16:26:58,093 INFO    SystemMonitor:23084 [interfaces.py:start():168] Started memory
2023-02-12 16:26:58,106 INFO    SystemMonitor:23084 [interfaces.py:start():168] Started network
2023-02-12 16:26:58,110 DEBUG   HandlerThread:23084 [system_info.py:probe():195] Probing system
2023-02-12 16:26:58,112 DEBUG   HandlerThread:23084 [system_info.py:_probe_git():180] Probing git
2023-02-12 16:26:58,193 DEBUG   HandlerThread:23084 [system_info.py:_probe_git():188] Probing git done
2023-02-12 16:26:58,193 DEBUG   HandlerThread:23084 [system_info.py:probe():241] Probing system done
2023-02-12 16:26:58,193 DEBUG   HandlerThread:23084 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-02-12T21:26:58.111360', 'startedAt': '2023-02-12T21:26:57.399656', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'GIT_REPOS/LAB/Beetle_classifier/Train/PyLi_wanb_sweep.ipynb', 'root': 'E:/GIT_REPOS/LAB/Beetle_classifier', 'git': {'remote': 'https://github.com/ChristopherMarais/Beetle_classifier.git', 'commit': '4bb3e1859ae60ff04cf7b4742e93425aea1d1c4b'}, 'email': 'u13033663@tuks.co.za', 'host': 'GCM', 'username': 'GCM', 'executable': 'C:\\Users\\GCM\\anaconda3\\envs\\BC_310\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3800.0, 'min': 0.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 0.0, 'max': 3800.0}], 'disk': {'total': 447.11425399780273, 'used': 373.6953353881836}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.87503433227539}}
2023-02-12 16:26:58,193 INFO    HandlerThread:23084 [system_monitor.py:probe():182] Finished collecting system info
2023-02-12 16:26:58,194 INFO    HandlerThread:23084 [system_monitor.py:probe():185] Publishing system info
2023-02-12 16:26:58,194 DEBUG   HandlerThread:23084 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-12 16:26:58,195 DEBUG   HandlerThread:23084 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-12 16:26:58,195 DEBUG   HandlerThread:23084 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-12 16:26:58,198 ERROR   HandlerThread:23084 [system_info.py:_save_conda():85] Error saving conda packages: [WinError 2] The system cannot find the file specified
Traceback (most recent call last):
