2023-02-10 20:33:39,778 INFO    StreamThr :6724 [internal.py:wandb_internal():87] W&B internal server running at pid: 6724, started at: 2023-02-10 20:33:39.777317
2023-02-10 20:33:39,779 DEBUG   HandlerThread:6724 [handler.py:handle_request():144] handle_request: status
2023-02-10 20:33:39,796 INFO    WriterThread:6724 [datastore.py:open_for_write():85] open: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_203339-cjakk7a4\run-cjakk7a4.wandb
2023-02-10 20:33:39,797 DEBUG   SenderThread:6724 [sender.py:send():336] send: header
2023-02-10 20:33:39,845 DEBUG   SenderThread:6724 [sender.py:send():336] send: run
2023-02-10 20:33:40,565 DEBUG   HandlerThread:6724 [handler.py:handle_request():144] handle_request: check_version
2023-02-10 20:33:40,566 INFO    SenderThread:6724 [dir_watcher.py:__init__():216] watching files in: E:\GIT_REPOS\LAB\Beetle_classifier\Train\wandb\run-20230210_203339-cjakk7a4\files
2023-02-10 20:33:40,566 INFO    SenderThread:6724 [sender.py:_start_run_threads():1067] run started: cjakk7a4 with start time 1676079219.777317
2023-02-10 20:33:40,566 DEBUG   SenderThread:6724 [sender.py:send_request():363] send_request: summary_record
2023-02-10 20:33:40,567 INFO    SenderThread:6724 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-10 20:33:40,568 DEBUG   SenderThread:6724 [sender.py:send_request():363] send_request: check_version
2023-02-10 20:33:40,714 DEBUG   HandlerThread:6724 [handler.py:handle_request():144] handle_request: run_start
2023-02-10 20:33:40,746 DEBUG   HandlerThread:6724 [system_info.py:__init__():31] System info init
2023-02-10 20:33:40,746 DEBUG   HandlerThread:6724 [system_info.py:__init__():46] System info init done
2023-02-10 20:33:40,746 INFO    HandlerThread:6724 [system_monitor.py:start():151] Starting system monitor
2023-02-10 20:33:40,747 INFO    SystemMonitor:6724 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-10 20:33:40,747 INFO    HandlerThread:6724 [system_monitor.py:probe():172] Collecting system info
2023-02-10 20:33:40,755 INFO    SystemMonitor:6724 [interfaces.py:start():168] Started cpu
2023-02-10 20:33:40,756 INFO    SystemMonitor:6724 [interfaces.py:start():168] Started disk
2023-02-10 20:33:40,756 INFO    SystemMonitor:6724 [interfaces.py:start():168] Started gpu
2023-02-10 20:33:40,757 INFO    SystemMonitor:6724 [interfaces.py:start():168] Started memory
2023-02-10 20:33:40,776 INFO    SystemMonitor:6724 [interfaces.py:start():168] Started network
2023-02-10 20:33:40,781 DEBUG   HandlerThread:6724 [system_info.py:probe():195] Probing system
